dataset,phase,control,method,subject,seed,epoch,direction_index,h,rank_descending,assigned_weight,rank_transition,bank_hash
Schirrmeister2017,development,normalized_update,fixed_spdsw_k40,4,1788,1,0,0.0012647187341859047,17,0.025,,aa21be348025a3373ab46463f83eaa0e40888f61f07235debb4d832dfbff4f97
Schirrmeister2017,development,normalized_update,fixed_spdsw_k40,4,1788,1,1,0.00021162281482060445,35,0.025,,aa21be348025a3373ab46463f83eaa0e40888f61f07235debb4d832dfbff4f97
Schirrmeister2017,development,normalized_update,fixed_spdsw_k40,4,1788,1,2,0.00022169850528042125,34,0.025,,aa21be348025a3373ab46463f83eaa0e40888f61f07235debb4d832dfbff4f97
Schirrmeister2017,development,normalized_update,fixed_spdsw_k40,4,1788,1,3,0.0007783654568592117,24,0.025,,aa21be348025a3373ab46463f83eaa0e40888f61f07235debb4d832dfbff4f97
Schirrmeister2017,development,normalized_update,fixed_spdsw_k40,4,1788,1,4,0.0018375572110366917,11,0.025,,aa21be348025a3373ab46463f83eaa0e40888f61f07235debb4d832dfbff4f97
Schirrmeister2017,development,normalized_update,fixed_spdsw_k40,4,1788,1,5,0.001005951616717419,21,0.025,,aa21be348025a3373ab46463f83eaa0e40888f61f07235debb4d832dfbff4f97
Schirrmeister2017,development,normalized_update,fixed_spdsw_k40,4,1788,1,6,0.0037169194571959677,7,0.025,,aa21be348025a3373ab46463f83eaa0e40888f61f07235debb4d832dfbff4f97
Schirrmeister2017,development,normalized_update,fixed_spdsw_k40,4,1788,1,7,0.004593321115732308,4,0.025,,aa21be348025a3373ab46463f83eaa0e40888f61f07235debb4d832dfbff4f97
Schirrmeister2017,development,normalized_update,fixed_spdsw_k40,4,1788,1,8,0.0006537461131211437,26,0.025,,aa21be348025a3373ab46463f83eaa0e40888f61f07235debb4d832dfbff4f97
Schirrmeister2017,development,normalized_update,fixed_spdsw_k40,4,1788,1,9,0.0015338407936834456,14,0.025,,aa21be348025a3373ab46463f83eaa0e40888f61f07235debb4d832dfbff4f97
Schirrmeister2017,development,normalized_update,fixed_spdsw_k40,4,1788,1,10,7.960874423976308e-05,40,0.025,,aa21be348025a3373ab46463f83eaa0e40888f61f07235debb4d832dfbff4f97
Schirrmeister2017,development,normalized_update,fixed_spdsw_k40,4,1788,1,11,0.004872797749799153,3,0.025,,aa21be348025a3373ab46463f83eaa0e40888f61f07235debb4d832dfbff4f97
Schirrmeister2017,development,normalized_update,fixed_spdsw_k40,4,1788,1,12,0.000400472287068796,32,0.025,,aa21be348025a3373ab46463f83eaa0e40888f61f07235debb4d832dfbff4f97
Schirrmeister2017,development,normalized_update,fixed_spdsw_k40,4,1788,1,13,8.185703537630506e-05,39,0.025,,aa21be348025a3373ab46463f83eaa0e40888f61f07235debb4d832dfbff4f97
Schirrmeister2017,development,normalized_update,fixed_spdsw_k40,4,1788,1,14,0.0012236717570022983,18,0.025,,aa21be348025a3373ab46463f83eaa0e40888f61f07235debb4d832dfbff4f97
Schirrmeister2017,development,normalized_update,fixed_spdsw_k40,4,1788,1,15,0.001145842153006726,19,0.025,,aa21be348025a3373ab46463f83eaa0e40888f61f07235debb4d832dfbff4f97
Schirrmeister2017,development,normalized_update,fixed_spdsw_k40,4,1788,1,16,0.00813151846844103,2,0.025,,aa21be348025a3373ab46463f83eaa0e40888f61f07235debb4d832dfbff4f97
